"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
42,"blue-collar","married","primary","no",170,"yes","no","unknown",19,"may",51,41,999,0,"unknown","no"
40,"services","married","secondary","no",0,"yes","yes","cellular",2,"feb",226,2,999,0,"unknown","no"
55,"admin.","married","tertiary","no",46,"no","no","cellular",29,"aug",59,4,999,0,"unknown","no"
52,"technician","married","secondary","no",1490,"no","yes","unknown",17,"jun",420,4,999,0,"unknown","no"
28,"student","single","secondary","no",5916,"no","no","cellular",22,"may",259,1,63,5,"failure","no"
35,"admin.","single","secondary","no",181,"yes","no","cellular",18,"may",217,4,301,1,"failure","no"
56,"entrepreneur","divorced","primary","no",29,"no","no","cellular",29,"jan",52,2,227,1,"failure","no"
34,"admin.","married","secondary","no",641,"yes","yes","unknown",16,"may",467,1,999,0,"unknown","no"
57,"retired","single","primary","no",604,"no","no","cellular",19,"nov",187,1,999,0,"unknown","no"
32,"admin.","divorced","secondary","no",-331,"yes","yes","unknown",26,"may",130,3,999,0,"unknown","no"
57,"management","married","secondary","no",657,"yes","no","telephone",11,"may",20,5,999,0,"unknown","no"
35,"management","married","tertiary","no",802,"yes","no","cellular",6,"may",686,2,999,0,"unknown","yes"
33,"unemployed","married","secondary","no",1211,"no","no","cellular",7,"aug",456,1,999,0,"unknown","yes"
42,"technician","married","secondary","no",3082,"no","no","cellular",11,"sep",285,1,999,0,"unknown","yes"
28,"admin.","single","secondary","no",261,"yes","yes","cellular",29,"jan",254,3,142,6,"success","yes"
39,"blue-collar","single","primary","no",0,"yes","yes","cellular",13,"may",1975,5,999,0,"unknown","yes"
38,"admin.","divorced","secondary","no",19,"yes","no","cellular",5,"feb",1130,3,251,2,"success","yes"
41,"management","married","tertiary","no",254,"no","no","cellular",9,"jun",183,2,294,2,"failure","yes"
45,"management","married","tertiary","no",786,"no","no","cellular",10,"sep",84,3,999,0,"unknown","yes"
30,"management","single","tertiary","no",102,"yes","no","cellular",18,"dec",364,3,999,0,"unknown","yes"
33,"technician","married","tertiary","no",4401,"no","no","cellular",30,"apr",439,1,999,0,"unknown","yes"
37,"admin.","single","tertiary","no",1000,"yes","no","cellular",15,"jun",322,1,90,1,"success","yes"
49,"management","single","tertiary","no",151,"yes","no","cellular",8,"jul",97,3,999,0,"unknown","yes"
28,"admin.","single","secondary","no",0,"yes","yes","cellular",18,"may",390,5,999,0,"unknown","yes"
30,"management","single","tertiary","no",1028,"no","no","cellular",4,"feb",1294,2,999,0,"unknown","yes"
29,"services","single","secondary","no",84,"no","yes","unknown",3,"jul",587,3,999,0,"unknown","yes"
62,"management","married","tertiary","no",0,"no","no","cellular",3,"sep",299,1,999,0,"unknown","yes"
28,"student","single","tertiary","no",22,"yes","no","cellular",15,"may",536,2,999,0,"unknown","yes"
49,"technician","married","tertiary","no",523,"yes","no","cellular",3,"mar",152,2,999,0,"unknown","yes"
56,"technician","divorced","secondary","no",3450,"no","no","cellular",10,"aug",507,1,181,2,"success","yes"
22,"student","single","tertiary","no",691,"no","no","cellular",19,"aug",338,1,999,0,"unknown","yes"
22,"admin.","single","tertiary","no",897,"yes","no","cellular",4,"feb",133,4,999,0,"unknown","yes"
53,"blue-collar","married","secondary","no",-8,"no","no","cellular",5,"aug",794,1,999,0,"unknown","yes"
32,"management","single","tertiary","no",354,"no","no","cellular",4,"mar",177,2,133,5,"other","yes"
31,"management","single","secondary","no",202,"yes","no","cellular",8,"jul",167,1,62,1,"failure","yes"
51,"blue-collar","married","secondary","no",518,"yes","no","cellular",12,"may",918,1,999,0,"unknown","yes"
46,"blue-collar","married","secondary","no",640,"yes","no","cellular",12,"mar",215,1,182,4,"success","yes"
28,"admin.","single","secondary","no",352,"yes","yes","cellular",18,"may",431,1,999,0,"unknown","yes"
55,"blue-collar","married","secondary","no",3917,"yes","no","cellular",18,"may",565,1,999,0,"unknown","yes"
62,"retired","married","tertiary","no",2557,"yes","no","cellular",14,"sep",211,1,216,7,"success","yes"
75,"retired","married","primary","no",358,"no","no","cellular",17,"feb",364,11,999,0,"unknown","yes"
51,"entrepreneur","married","primary","no",1443,"no","no","cellular",18,"feb",172,10,999,0,"unknown","yes"
37,"blue-collar","single","secondary","no",5024,"no","yes","cellular",25,"jul",661,4,999,0,"unknown","yes"
31,"management","single","tertiary","no",1761,"yes","no","telephone",29,"jul",332,3,440,3,"failure","yes"
30,"admin.","single","secondary","no",3528,"no","no","cellular",4,"aug",250,1,92,2,"failure","yes"
32,"management","single","tertiary","no",1882,"no","no","cellular",25,"aug",497,5,999,0,"unknown","yes"
40,"admin.","single","tertiary","no",27,"no","no","cellular",20,"aug",467,2,999,0,"unknown","yes"
52,"admin.","single","unknown","no",2227,"no","no","cellular",24,"feb",242,2,999,0,"unknown","yes"
36,"technician","divorced","secondary","no",3158,"yes","no","cellular",3,"jun",144,2,999,0,"unknown","yes"
52,"admin.","single","secondary","no",2398,"yes","no","cellular",3,"nov",412,1,999,0,"unknown","yes"
31,"management","married","tertiary","no",1812,"no","no","cellular",30,"apr",461,1,999,0,"unknown","yes"
46,"management","married","tertiary","no",273,"yes","no","cellular",15,"sep",1962,1,105,3,"failure","yes"
33,"management","single","tertiary","no",718,"yes","no","cellular",6,"apr",122,1,98,2,"success","yes"
36,"technician","single","secondary","no",3254,"yes","no","unknown",27,"oct",207,1,999,0,"unknown","yes"
32,"admin.","single","secondary","no",555,"yes","no","cellular",9,"sep",344,1,999,0,"unknown","yes"
59,"housemaid","married","tertiary","no",0,"no","no","telephone",13,"nov",494,1,999,0,"unknown","yes"
46,"self-employed","divorced","tertiary","no",21,"no","no","cellular",30,"jul",566,2,999,0,"unknown","yes"
59,"self-employed","married","tertiary","no",2013,"no","no","cellular",19,"feb",222,4,94,2,"success","yes"
31,"management","single","tertiary","no",2,"no","no","cellular",8,"aug",848,1,999,0,"unknown","yes"
60,"management","married","tertiary","no",73,"no","no","telephone",8,"aug",243,2,999,0,"unknown","yes"
36,"technician","divorced","secondary","no",54,"yes","no","cellular",27,"aug",1642,3,999,0,"unknown","yes"
43,"admin.","single","secondary","no",386,"no","no","cellular",12,"jul",220,3,529,1,"failure","yes"
24,"management","single","tertiary","no",1506,"no","no","cellular",12,"jun",239,2,95,4,"success","yes"
43,"management","divorced","secondary","no",51,"no","no","cellular",2,"feb",430,1,999,0,"unknown","yes"
31,"blue-collar","single","secondary","no",196,"yes","no","cellular",5,"may",568,1,341,7,"failure","yes"
59,"admin.","married","secondary","no",3735,"no","no","cellular",18,"mar",203,4,121,2,"failure","yes"
31,"management","single","tertiary","no",825,"yes","no","unknown",21,"may",506,2,999,0,"unknown","yes"
79,"retired","divorced","primary","no",79,"no","no","cellular",9,"oct",1106,2,999,0,"unknown","yes"
45,"admin.","divorced","secondary","no",59,"yes","no","cellular",24,"jul",873,8,999,0,"unknown","yes"
41,"entrepreneur","married","primary","no",39,"yes","no","cellular",21,"nov",549,2,999,0,"unknown","yes"
31,"admin.","married","secondary","no",879,"yes","no","cellular",13,"may",394,1,999,0,"unknown","yes"
61,"management","married","tertiary","no",175,"no","no","telephone",5,"aug",270,2,999,0,"unknown","yes"
33,"technician","single","tertiary","no",109,"yes","yes","cellular",25,"may",601,2,10,7,"failure","yes"
32,"management","married","tertiary","no",4945,"no","no","cellular",4,"jun",160,1,119,2,"other","yes"
39,"services","married","secondary","no",2758,"no","no","cellular",4,"feb",658,3,999,0,"unknown","yes"
27,"self-employed","single","tertiary","no",168,"no","no","cellular",12,"nov",123,1,196,1,"success","yes"
24,"student","single","secondary","no",125,"no","no","cellular",9,"nov",263,1,90,1,"failure","yes"
40,"technician","divorced","tertiary","no",4736,"yes","no","cellular",11,"feb",285,2,999,0,"unknown","yes"
29,"unemployed","single","primary","no",1374,"no","no","cellular",17,"nov",309,3,208,4,"success","yes"
48,"unknown","single","unknown","no",1819,"no","no","cellular",2,"sep",1440,1,458,1,"failure","yes"
38,"admin.","married","tertiary","no",1988,"no","no","cellular",27,"mar",164,2,130,2,"failure","yes"
79,"retired","married","primary","no",8556,"no","no","telephone",18,"jan",326,2,272,2,"success","yes"
38,"housemaid","divorced","secondary","no",70,"no","no","cellular",1,"jun",263,1,999,0,"unknown","yes"
60,"retired","married","secondary","no",975,"no","no","cellular",16,"sep",303,1,792,1,"failure","yes"
49,"technician","married","tertiary","no",1235,"no","no","cellular",13,"aug",354,3,999,0,"unknown","yes"
32,"self-employed","married","primary","no",102,"yes","no","cellular",18,"jul",560,1,999,0,"unknown","yes"
61,"self-employed","divorced","tertiary","no",52587,"no","no","cellular",15,"feb",394,3,189,1,"success","yes"
24,"unemployed","single","secondary","no",2573,"no","no","cellular",24,"may",375,2,999,0,"unknown","yes"
26,"technician","single","secondary","no",668,"yes","no","unknown",28,"may",576,3,999,0,"unknown","yes"
77,"retired","married","tertiary","no",7802,"no","no","telephone",1,"feb",483,2,999,0,"unknown","yes"
48,"management","single","tertiary","no",334,"yes","no","cellular",28,"sep",600,2,92,12,"success","yes"
32,"management","single","tertiary","no",0,"yes","no","cellular",30,"apr",370,3,999,0,"unknown","yes"
36,"management","single","tertiary","no",5958,"yes","no","cellular",22,"sep",155,1,184,1,"success","yes"
39,"management","single","tertiary","no",0,"yes","no","cellular",22,"may",271,1,93,3,"success","yes"
53,"management","married","unknown","no",2240,"yes","no","cellular",2,"jun",282,2,385,1,"success","yes"
42,"management","married","tertiary","no",4,"yes","no","cellular",8,"may",579,2,295,1,"success","yes"
52,"unemployed","married","secondary","no",1416,"no","no","cellular",10,"mar",436,2,182,1,"success","yes"
46,"blue-collar","single","tertiary","no",460,"yes","no","unknown",7,"may",1102,2,999,0,"unknown","yes"
26,"admin.","single","secondary","no",255,"no","no","cellular",14,"aug",209,2,106,2,"success","yes"
33,"management","single","tertiary","no",224,"no","no","cellular",23,"sep",409,2,92,4,"success","yes"
48,"management","married","tertiary","no",1808,"yes","no","cellular",26,"feb",245,1,999,0,"unknown","yes"
34,"blue-collar","married","secondary","no",320,"yes","no","cellular",12,"nov",413,1,92,3,"success","yes"
46,"admin.","married","secondary","no",659,"yes","no","telephone",29,"jul",1127,11,999,0,"unknown","yes"
31,"technician","single","tertiary","no",252,"no","no","cellular",8,"jun",107,3,999,0,"unknown","yes"
35,"blue-collar","married","tertiary","no",2999,"no","no","unknown",12,"jun",1141,6,999,0,"unknown","yes"
27,"admin.","married","secondary","no",897,"no","no","cellular",5,"jun",397,1,999,0,"unknown","yes"
39,"admin.","single","tertiary","no",22086,"no","no","cellular",4,"jun",160,1,999,0,"unknown","yes"
39,"technician","single","secondary","no",4646,"yes","no","cellular",18,"nov",486,1,999,0,"unknown","yes"
29,"management","single","secondary","no",3317,"no","yes","telephone",4,"may",640,7,999,0,"unknown","yes"
56,"blue-collar","single","secondary","no",663,"no","yes","cellular",8,"jul",819,3,999,0,"unknown","yes"
34,"technician","single","secondary","no",1279,"yes","no","cellular",22,"jul",174,2,160,8,"other","yes"
29,"services","single","tertiary","no",1788,"no","no","cellular",27,"oct",353,1,999,0,"unknown","yes"
36,"management","single","tertiary","no",579,"no","no","unknown",12,"apr",481,1,999,0,"unknown","yes"
57,"management","married","tertiary","no",1660,"no","no","cellular",4,"aug",642,1,999,0,"unknown","yes"
36,"admin.","married","tertiary","no",29,"no","no","cellular",12,"aug",576,1,999,0,"unknown","yes"
45,"technician","single","tertiary","no",2033,"no","no","cellular",15,"jun",243,5,285,2,"success","yes"
64,"management","married","unknown","no",2352,"no","no","cellular",3,"nov",181,4,183,7,"success","yes"
60,"blue-collar","married","primary","no",5,"no","no","cellular",29,"oct",401,1,999,0,"unknown","yes"
35,"management","married","tertiary","no",82,"no","no","cellular",8,"aug",507,4,999,0,"unknown","yes"
30,"blue-collar","single","secondary","no",7773,"yes","no","cellular",20,"nov",705,1,999,0,"unknown","yes"
35,"management","married","tertiary","no",36,"no","yes","cellular",16,"jul",1656,5,999,0,"unknown","yes"
26,"self-employed","single","tertiary","no",2857,"no","no","cellular",3,"jul",446,1,999,0,"unknown","yes"
47,"management","single","tertiary","no",255,"no","yes","cellular",30,"jul",802,4,999,0,"unknown","yes"
51,"management","married","tertiary","no",3463,"no","yes","cellular",13,"jul",371,2,166,3,"other","yes"
33,"unemployed","single","tertiary","no",6748,"no","no","cellular",14,"aug",1579,2,999,0,"unknown","yes"
38,"admin.","married","secondary","no",0,"yes","no","cellular",8,"jun",187,1,181,2,"success","yes"
47,"management","single","tertiary","no",4402,"no","no","telephone",10,"dec",805,1,190,1,"other","yes"
30,"admin.","single","secondary","no",-213,"yes","yes","unknown",27,"may",751,1,999,0,"unknown","yes"
50,"unknown","married","primary","no",341,"yes","yes","cellular",20,"apr",670,4,340,2,"success","yes"
52,"retired","divorced","tertiary","no",3687,"yes","yes","unknown",16,"jun",741,4,999,0,"unknown","yes"
56,"retired","married","secondary","no",-1206,"yes","no","cellular",15,"jun",382,2,999,0,"unknown","yes"
56,"technician","married","secondary","no",589,"yes","no","unknown",29,"may",535,2,999,0,"unknown","yes"
30,"technician","single","tertiary","no",635,"no","no","cellular",13,"aug",851,8,999,0,"unknown","yes"
76,"retired","divorced","primary","no",2693,"no","no","cellular",21,"oct",107,2,999,0,"unknown","yes"
39,"services","single","secondary","no",403,"yes","no","cellular",7,"may",1262,3,999,0,"unknown","yes"
22,"management","single","tertiary","no",104,"no","yes","cellular",16,"apr",330,3,999,0,"unknown","yes"
34,"admin.","single","secondary","no",-32,"no","yes","cellular",30,"apr",246,2,999,0,"unknown","yes"
21,"blue-collar","married","primary","no",-172,"yes","yes","cellular",15,"may",409,1,361,3,"failure","yes"
44,"housemaid","single","primary","no",1059,"no","no","unknown",18,"jun",2093,1,999,0,"unknown","yes"
46,"services","divorced","secondary","no",0,"no","no","unknown",20,"jun",1023,3,999,0,"unknown","yes"
72,"retired","married","secondary","no",5715,"no","no","cellular",17,"may",1114,1,181,2,"success","yes"
59,"technician","married","secondary","no",1,"no","no","cellular",14,"oct",585,1,182,5,"success","yes"
36,"management","divorced","tertiary","no",59,"no","no","cellular",13,"aug",526,2,999,0,"unknown","yes"
52,"blue-collar","married","primary","no",306,"no","no","cellular",28,"jan",223,1,999,0,"unknown","yes"
25,"admin.","married","unknown","no",349,"yes","no","cellular",22,"jul",1037,8,999,0,"unknown","yes"
31,"technician","married","unknown","no",14533,"no","no","cellular",16,"jun",245,2,999,0,"unknown","yes"
32,"technician","married","secondary","no",660,"no","no","cellular",25,"oct",226,2,490,1,"failure","yes"
40,"admin.","married","secondary","no",260,"yes","no","cellular",13,"may",306,1,181,5,"success","yes"
31,"entrepreneur","single","secondary","no",0,"no","no","telephone",13,"nov",160,1,999,0,"unknown","yes"
57,"management","divorced","unknown","no",2986,"no","no","cellular",17,"dec",222,2,231,1,"failure","yes"
35,"blue-collar","married","primary","no",414,"no","no","unknown",13,"may",504,4,999,0,"unknown","yes"
43,"management","single","tertiary","no",1696,"yes","no","cellular",26,"aug",257,1,474,3,"failure","yes"
65,"retired","married","tertiary","no",2416,"no","no","cellular",17,"feb",221,2,999,0,"unknown","yes"
27,"technician","single","secondary","no",439,"yes","no","cellular",15,"apr",1038,2,999,0,"unknown","yes"
33,"blue-collar","married","secondary","no",0,"yes","no","unknown",21,"may",521,3,999,0,"unknown","yes"
77,"retired","married","tertiary","no",0,"no","no","cellular",16,"oct",847,1,60,1,"success","yes"
70,"retired","divorced","primary","no",275,"no","no","cellular",15,"apr",82,1,999,0,"unknown","yes"
39,"self-employed","single","tertiary","no",426,"no","no","unknown",18,"jun",1029,1,999,0,"unknown","yes"
31,"management","single","tertiary","no",1858,"no","no","cellular",12,"aug",453,3,999,0,"unknown","yes"
46,"admin.","divorced","secondary","no",2196,"no","no","cellular",28,"jul",573,5,999,0,"unknown","yes"
57,"management","divorced","tertiary","no",6468,"yes","no","cellular",4,"sep",730,1,157,4,"failure","yes"
36,"services","single","unknown","no",281,"yes","no","unknown",16,"may",515,1,999,0,"unknown","yes"
59,"retired","married","tertiary","no",9676,"no","no","telephone",27,"mar",234,2,999,0,"unknown","yes"
41,"services","married","secondary","no",0,"yes","yes","cellular",4,"jun",352,2,122,2,"failure","yes"
52,"unemployed","married","secondary","no",94,"no","no","cellular",10,"nov",293,3,190,10,"failure","yes"
73,"retired","married","unknown","no",519,"no","no","telephone",26,"feb",270,3,133,2,"success","yes"
35,"management","married","tertiary","no",1731,"no","no","cellular",31,"jul",361,4,999,0,"unknown","yes"
34,"blue-collar","married","secondary","no",634,"no","yes","cellular",12,"may",737,3,999,0,"unknown","yes"
48,"management","married","tertiary","no",1147,"no","no","cellular",5,"aug",389,1,64,2,"success","yes"
38,"management","single","tertiary","no",6158,"yes","no","cellular",15,"apr",139,5,145,9,"failure","yes"
46,"technician","married","secondary","no",3434,"no","yes","cellular",27,"feb",115,1,999,0,"unknown","yes"
71,"retired","married","secondary","no",1712,"no","no","cellular",11,"feb",660,1,999,0,"unknown","yes"
42,"management","married","tertiary","no",976,"no","no","cellular",19,"aug",164,1,999,0,"unknown","yes"
30,"blue-collar","single","unknown","no",6281,"no","no","cellular",21,"apr",149,2,999,0,"unknown","yes"
39,"admin.","married","secondary","no",732,"no","no","cellular",23,"apr",522,4,999,0,"unknown","yes"
61,"retired","divorced","primary","no",3624,"no","no","cellular",25,"nov",342,1,999,0,"unknown","yes"
54,"retired","single","secondary","no",129,"no","yes","cellular",28,"jul",867,2,999,0,"unknown","yes"
62,"retired","married","secondary","no",2801,"yes","yes","cellular",9,"sep",261,1,183,1,"success","yes"
36,"management","married","tertiary","no",0,"yes","no","cellular",8,"may",308,3,999,0,"unknown","yes"
69,"retired","married","secondary","no",0,"no","no","cellular",28,"apr",184,2,126,2,"other","yes"
38,"blue-collar","married","secondary","no",1627,"no","no","unknown",16,"jun",1323,9,999,0,"unknown","yes"
36,"technician","married","tertiary","no",4596,"yes","no","cellular",8,"oct",234,2,175,2,"success","yes"
38,"blue-collar","single","tertiary","no",2885,"yes","no","unknown",20,"jun",1422,10,999,0,"unknown","yes"
25,"student","single","secondary","no",348,"no","no","cellular",10,"aug",245,1,999,0,"unknown","yes"
36,"services","married","secondary","no",981,"no","no","unknown",16,"jun",1093,1,999,0,"unknown","yes"
46,"management","divorced","tertiary","no",558,"no","no","cellular",6,"jul",319,1,999,0,"unknown","yes"
38,"technician","married","secondary","no",976,"yes","no","cellular",14,"jul",766,3,999,0,"unknown","yes"
40,"management","married","secondary","no",406,"yes","no","unknown",12,"jun",577,2,999,0,"unknown","yes"
38,"services","divorced","unknown","no",6360,"no","no","unknown",20,"jun",1409,2,999,0,"unknown","yes"
46,"blue-collar","married","secondary","no",1568,"yes","no","cellular",2,"jun",310,1,55,6,"other","yes"
33,"management","married","tertiary","no",158,"no","no","cellular",6,"feb",192,2,999,0,"unknown","yes"
35,"management","married","tertiary","no",8000,"no","no","cellular",13,"may",331,1,90,3,"success","yes"
32,"technician","single","tertiary","no",1246,"yes","no","cellular",30,"apr",509,1,85,2,"success","yes"
31,"unemployed","single","secondary","no",284,"yes","no","cellular",2,"feb",855,1,999,0,"unknown","yes"
27,"student","single","tertiary","no",3733,"yes","no","cellular",22,"may",198,1,98,6,"success","yes"
27,"management","single","secondary","no",178,"yes","no","unknown",3,"jun",732,2,999,0,"unknown","yes"
43,"technician","divorced","secondary","no",1612,"no","no","cellular",25,"may",262,2,353,1,"other","yes"
54,"technician","married","secondary","no",1938,"no","yes","cellular",28,"jul",551,3,999,0,"unknown","yes"
24,"technician","married","secondary","no",556,"yes","no","cellular",18,"aug",460,2,999,0,"unknown","yes"
29,"management","single","tertiary","no",983,"yes","no","cellular",11,"jul",963,2,999,0,"unknown","yes"
31,"management","married","tertiary","no",1331,"no","no","cellular",30,"apr",297,1,86,3,"success","yes"
41,"technician","married","tertiary","no",515,"no","no","cellular",5,"aug",837,2,999,0,"unknown","yes"
39,"services","married","secondary","no",2843,"yes","no","unknown",19,"jun",585,1,999,0,"unknown","yes"
44,"self-employed","married","unknown","no",163,"yes","no","cellular",4,"may",364,3,999,0,"unknown","yes"
38,"blue-collar","married","secondary","no",622,"yes","no","unknown",21,"may",611,2,999,0,"unknown","yes"
51,"blue-collar","married","primary","no",3764,"no","no","telephone",9,"mar",450,3,181,6,"success","yes"
35,"management","single","tertiary","no",565,"yes","no","unknown",30,"may",763,1,999,0,"unknown","yes"
26,"management","single","tertiary","no",1027,"no","no","cellular",23,"sep",744,1,999,0,"unknown","yes"
25,"student","single","unknown","no",480,"no","no","cellular",8,"sep",140,1,999,0,"unknown","yes"
39,"blue-collar","married","secondary","no",1307,"yes","no","telephone",31,"oct",158,1,999,0,"unknown","yes"
31,"technician","single","secondary","no",2544,"no","no","cellular",15,"jul",252,1,184,3,"success","yes"
51,"blue-collar","married","primary","no",7098,"no","no","cellular",6,"aug",1471,7,999,0,"unknown","yes"
33,"blue-collar","single","secondary","no",498,"no","no","cellular",30,"apr",301,1,999,0,"unknown","yes"
25,"management","single","tertiary","no",219,"no","no","cellular",30,"apr",458,1,999,0,"unknown","yes"
37,"unemployed","married","secondary","no",1978,"no","no","cellular",11,"mar",335,1,999,0,"unknown","yes"
59,"blue-collar","married","primary","no",-546,"no","no","cellular",25,"aug",1152,6,999,0,"unknown","yes"
36,"student","single","tertiary","no",129,"no","no","cellular",28,"jan",918,1,93,1,"success","yes"
33,"admin.","married","secondary","no",82,"yes","no","cellular",25,"jul",735,1,999,0,"unknown","yes"
41,"management","single","tertiary","no",1253,"no","no","cellular",21,"jul",1134,5,999,0,"unknown","yes"
35,"management","single","tertiary","no",3544,"yes","no","cellular",8,"jun",380,1,999,0,"unknown","yes"
22,"student","single","secondary","no",948,"no","no","telephone",25,"feb",169,1,191,3,"success","yes"
28,"admin.","single","secondary","no",2,"yes","no","cellular",24,"jul",454,1,999,0,"unknown","yes"
41,"services","married","unknown","yes",-1,"no","yes","cellular",30,"jul",1171,4,999,0,"unknown","yes"
36,"student","single","tertiary","no",129,"no","no","cellular",27,"oct",149,1,999,0,"unknown","yes"
53,"management","divorced","tertiary","no",50,"yes","no","cellular",15,"may",669,1,337,3,"failure","yes"
73,"retired","married","primary","no",508,"no","no","cellular",9,"mar",176,1,999,0,"unknown","yes"
47,"admin.","married","secondary","no",368,"no","no","cellular",23,"feb",269,1,187,5,"success","yes"
81,"retired","married","primary","no",243,"no","no","cellular",27,"jan",340,1,92,1,"success","yes"
23,"student","single","secondary","no",107,"no","no","cellular",13,"apr",256,5,181,2,"success","yes"
58,"management","married","tertiary","no",0,"no","no","cellular",14,"sep",358,2,999,0,"unknown","yes"
52,"technician","married","secondary","no",117,"no","no","cellular",26,"feb",959,3,186,6,"success","yes"
45,"admin.","married","secondary","no",205,"no","no","cellular",4,"may",552,1,90,2,"success","yes"
52,"retired","married","tertiary","no",2269,"no","no","unknown",20,"jun",1210,1,999,0,"unknown","yes"
37,"technician","divorced","secondary","no",141,"yes","no","cellular",6,"may",848,1,364,3,"failure","yes"
53,"admin.","married","secondary","no",1796,"no","no","telephone",16,"mar",295,1,91,2,"success","yes"
46,"technician","married","secondary","no",57,"no","no","unknown",28,"may",796,1,999,0,"unknown","yes"
31,"management","married","tertiary","no",3160,"yes","no","cellular",26,"apr",688,2,999,0,"unknown","yes"
30,"management","married","tertiary","no",419,"yes","no","cellular",4,"jun",194,1,999,0,"unknown","yes"
70,"retired","married","secondary","no",0,"no","no","cellular",27,"oct",258,1,92,5,"success","yes"
36,"blue-collar","married","secondary","no",4438,"yes","no","unknown",20,"may",446,1,999,0,"unknown","yes"
26,"student","single","secondary","no",620,"no","no","cellular",22,"may",223,1,94,1,"success","yes"
29,"admin.","married","secondary","no",7707,"yes","no","cellular",29,"apr",961,2,334,2,"failure","yes"
35,"technician","single","secondary","no",1227,"no","no","cellular",30,"jul",1005,5,134,10,"success","yes"
53,"housemaid","married","primary","no",104,"no","yes","unknown",5,"jun",701,1,999,0,"unknown","yes"
49,"admin.","married","tertiary","no",6574,"no","no","cellular",8,"jun",138,3,999,0,"unknown","yes"
32,"management","single","tertiary","no",718,"yes","no","cellular",29,"dec",155,1,197,1,"success","yes"
60,"housemaid","married","primary","no",1163,"no","no","cellular",30,"apr",470,8,999,0,"unknown","yes"
55,"retired","married","primary","no",3334,"no","no","cellular",14,"aug",632,4,999,0,"unknown","yes"
43,"admin.","married","secondary","no",132,"no","no","cellular",17,"mar",220,1,999,0,"unknown","yes"
35,"management","single","tertiary","no",538,"no","no","cellular",22,"dec",410,3,165,2,"other","yes"
26,"technician","single","secondary","no",354,"no","no","cellular",16,"jul",586,1,999,0,"unknown","yes"
32,"technician","single","secondary","no",230,"yes","no","cellular",18,"may",442,1,266,8,"failure","yes"
36,"blue-collar","married","primary","no",403,"yes","no","unknown",4,"jun",920,1,999,0,"unknown","yes"
47,"management","single","tertiary","no",334,"yes","no","cellular",28,"jun",614,3,94,9,"success","yes"
48,"self-employed","married","tertiary","no",0,"no","no","cellular",29,"jan",1249,3,999,0,"unknown","yes"
76,"retired","married","primary","no",2223,"no","no","telephone",4,"feb",429,1,999,0,"unknown","yes"
22,"unemployed","single","tertiary","no",993,"no","no","cellular",28,"jul",115,3,93,1,"other","yes"
85,"retired","married","primary","no",98,"no","no","cellular",30,"apr",416,1,999,0,"unknown","yes"
39,"blue-collar","single","tertiary","no",172,"yes","no","cellular",9,"feb",125,2,183,2,"failure","yes"
32,"blue-collar","married","secondary","no",476,"yes","no","cellular",23,"jul",956,9,999,0,"unknown","yes"
38,"management","married","tertiary","no",413,"no","no","cellular",13,"oct",252,2,183,3,"success","yes"
34,"self-employed","married","tertiary","no",0,"no","no","cellular",28,"aug",730,11,999,0,"unknown","yes"
42,"technician","divorced","secondary","no",19,"no","no","cellular",20,"aug",875,4,999,0,"unknown","yes"
51,"retired","married","primary","no",67,"no","no","unknown",18,"jun",835,1,999,0,"unknown","yes"
64,"management","married","unknown","no",2352,"no","no","cellular",4,"may",153,2,182,11,"success","yes"
23,"management","single","tertiary","no",1506,"no","no","cellular",9,"mar",131,4,999,0,"unknown","yes"
44,"management","married","primary","no",558,"no","no","cellular",19,"feb",268,5,999,0,"unknown","yes"
33,"self-employed","single","tertiary","no",61,"no","no","cellular",19,"aug",836,3,999,0,"unknown","yes"
72,"retired","married","primary","no",2600,"no","no","cellular",3,"feb",443,2,82,3,"success","yes"
37,"management","single","tertiary","no",102,"yes","no","cellular",6,"may",445,1,258,2,"failure","yes"
36,"blue-collar","single","secondary","no",3623,"no","no","unknown",12,"nov",71,1,378,1,"success","yes"
33,"management","married","tertiary","no",1778,"no","no","cellular",12,"feb",388,1,999,0,"unknown","yes"
35,"technician","married","tertiary","no",7050,"no","no","cellular",10,"feb",278,3,187,1,"success","yes"
49,"technician","divorced","secondary","no",305,"no","no","cellular",24,"jul",367,2,999,0,"unknown","yes"
29,"management","married","tertiary","no",1387,"yes","no","cellular",18,"may",256,2,999,0,"unknown","yes"
60,"admin.","divorced","secondary","no",-41,"yes","yes","cellular",6,"feb",1658,1,262,1,"failure","yes"
39,"technician","single","secondary","no",15,"yes","no","cellular",30,"apr",510,1,999,0,"unknown","yes"
34,"entrepreneur","married","tertiary","no",1076,"yes","no","cellular",5,"feb",136,10,999,0,"unknown","yes"
44,"unemployed","divorced","tertiary","no",0,"no","no","cellular",5,"feb",1960,3,999,0,"unknown","yes"
37,"admin.","married","secondary","no",274,"yes","no","unknown",27,"may",731,3,999,0,"unknown","yes"
77,"retired","married","secondary","no",638,"no","no","cellular",11,"feb",288,1,188,1,"success","yes"
47,"blue-collar","married","secondary","no",820,"no","no","cellular",18,"jan",262,1,91,1,"success","yes"
25,"technician","married","tertiary","no",839,"yes","no","cellular",18,"may",700,3,999,0,"unknown","yes"
